script_id,is_verbatim_testimony,uses_negation_pivot,has_scripture_ref,scripture_cited,runtime_minutes,opening_line,body_excerpt,scripture_text
SC-1879,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1880,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1881,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1882,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1883,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1884,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1885,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1886,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1887,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1888,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1889,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1890,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1891,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1892,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1893,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1894,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1895,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1896,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1897,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1898,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1899,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1900,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1901,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1902,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1903,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1904,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1905,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1906,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1907,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1908,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1909,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1910,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1911,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1912,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1913,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1914,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1915,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1916,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1917,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1918,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1919,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1920,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1921,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1922,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1923,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1924,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1925,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1926,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1927,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1928,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1929,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1930,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1931,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1932,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1933,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1934,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1935,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1936,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1937,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1938,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1939,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1940,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1941,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1942,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1943,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1944,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1945,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1946,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1947,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1948,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1949,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1950,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1951,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1952,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1953,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1954,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1955,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1956,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1957,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1958,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1959,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1960,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1961,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1962,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1963,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1964,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1965,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1966,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1967,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1968,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1969,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1970,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1971,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1972,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1973,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1974,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1975,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1976,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-1977,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-1978,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1979,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1980,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-1981,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-1982,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1983,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1984,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-1985,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-1986,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1987,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1988,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-1989,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-1990,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1991,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1992,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-1993,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-1994,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1995,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1996,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-1997,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-1998,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1999,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-2000,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-2001,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-2002,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-2003,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-2004,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-2005,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-2006,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-2007,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-2008,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-2009,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-2010,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-2011,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-2012,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-2013,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-2014,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-2015,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-2016,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-2017,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-2018,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-2019,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-2020,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-2021,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-2022,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-2023,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-2024,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-2025,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-2026,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-2027,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-2028,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-2029,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-2030,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-2031,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-2032,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-2033,True,True,True,False,9,It's not X. It's Y.,Standard content.,
SC-2034,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-2035,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-2036,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-2037,True,True,False,False,9,It's not X. It's Y.,Standard content.,
SC-2038,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-2039,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-2096,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2097,False,False,False,False,4,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2098,False,False,False,False,7,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2099,False,False,False,False,3,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2100,False,False,False,False,8,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2101,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2102,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2103,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2104,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2105,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2106,False,False,False,False,5,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2107,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2108,False,False,False,False,5,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2109,False,False,False,False,4,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2110,False,False,False,False,5,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2111,False,False,False,False,5,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2112,False,False,False,False,7,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2113,False,False,False,False,7,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2114,False,False,False,False,4,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2115,False,False,False,False,7,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2116,False,False,False,False,2,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2117,False,False,False,False,1,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2118,False,False,False,False,3,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2119,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2120,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2121,False,False,False,False,6,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2122,False,False,False,False,10,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
SC-2123,False,False,False,False,5,A calm pastoral opening with no rhetoric in the first line.,Standard content with no unusual markers.,
